"word","polarity"
"pretty","positive"
"priceless","positive"
"pride","positive"
"principle","positive"
"principle","positive"
"principled","positive"
"privilege","positive"
"privileged","positive"
"pro","positive"
"pro-American","positive"
"pro-American","positive"
"pro-Beijing","positive"
"pro-Beijing","positive"
"pro-Cuba","positive"
"pro-Cuba","positive"
"pro-peace","positive"
"pro-peace","positive"
"proactive","positive"
"proactive","positive"
"prodigious","positive"
"prodigiously","positive"
"prodigy","positive"
"productive","positive"
"proficient","positive"
"proficiently","positive"
"profit","positive"
"profitable","positive"
"profound","positive"
"profoundly","positive"
"profuse","positive"
"profusely","positive"
"profusion","positive"
"progress","positive"
"progressive","positive"
"prolific","positive"
"prominent","positive"
"prominence","positive"
"promise","positive"
"promise","positive"
"promising","positive"
"promoter","positive"
"promoter","positive"
"prompt","positive"
"promptly","positive"
"proper","positive"
"properly","positive"
"propitious","positive"
"propitiously","positive"
"prospect","positive"
"prospect","positive"
"prospects","positive"
"prospects","positive"
"prosperity","positive"
"prosperity","positive"
"prosperous","positive"
"protection","positive"
"protective","positive"
"protector","positive"
"protector","positive"
"proud","positive"
"providence","positive"
"prowess","positive"
"prudence","positive"
"prudence","positive"
"prudent","positive"
"prudently","positive"
"punctual","positive"
"pundits","positive"
"pundits","positive"
"pure","positive"
"purification","positive"
"purity","positive"
"purposeful","positive"
"quaint","positive"
"qualified","positive"
"qualify","positive"
"quasi-ally","positive"
"quasi-ally","positive"
"radiance","positive"
"radiant","positive"
"rapprochement","positive"
"rapprochement","positive"
"rapport","positive"
"rapture","positive"
"raptureous","positive"
"raptureously","positive"
"rational","positive"
"rationality","positive"
"rationality","positive"
"re-conquest","positive"
"re-conquest","positive"
"readily","positive"
"ready","positive"
"reaffirm","positive"
"reaffirmation","positive"
"reaffirmation","positive"
"real","positive"
"realist","positive"
"realistic","positive"
"realistically","positive"
"reason","positive"
"reasonable","positive"
"reasonably","positive"
"reasoned","positive"
"reassurance","positive"
"reassurance","positive"
"receptive","positive"
"recognition","positive"
"recognition","positive"
"recommendation","positive"
"recommendations","positive"
"recommendations","positive"
"recommended","positive"
"recompense","positive"
"reconciliation","positive"
"reconciliation","positive"
"record-setting","positive"
"rectification","positive"
"rectification","positive"
"rectifying","positive"
"rectifying","positive"
"redeeming","positive"
"redemption","positive"
"refined","positive"
"refinement","positive"
"reform","positive"
"reform","positive"
"refreshing","positive"
"refuge","positive"
"regal","positive"
"regally","positive"
"regard","positive"
"rehabilitation","positive"
"reinforcement","positive"
"rejoicing","positive"
"rejoicingly","positive"
"relaxed","positive"
"relevant","positive"
"relevance","positive"
"reliable","positive"
"reliability","positive"
"reliably","positive"
"relief","positive"
"relief","positive"
"remarkable","positive"
"remarkably","positive"
"remedy","positive"
"reminiscent","positive"
"reminiscent","positive"
"renaissance","positive"
"renewal","positive"
"renovation","positive"
"renown","positive"
"renowned","positive"
"repair","positive"
"reparation","positive"
"repentance","positive"
"reputable","positive"
"rescue","positive"
"resilient","positive"
"resolute","positive"
"resolve","positive"
"resolve","positive"
"resolved","positive"
"resounding","positive"
"resourceful","positive"
"resourcefulness","positive"
"respect","positive"
"respect","positive"
"respectable","positive"
"respectful","positive"
"respectfully","positive"
"respite","positive"
"resplendent","positive"
"responsibility","positive"
"responsible","positive"
"responsibly","positive"
"responsive","positive"
"restful","positive"
"restoration","positive"
"restraint","positive"
"restraint","positive"
"resurgent","positive"
"revel","positive"
"revel","positive"
"revelation","positive"
"revelation","positive"
"reverence","positive"
"reverent","positive"
"reverently","positive"
"revival","positive"
"revolution","positive"
"revolution","positive"
"rewarding","positive"
"rewardingly","positive"
"rich","positive"
"riches","positive"
"richly","positive"
"richness","positive"
"right","positive"
"right","positive"
"righteous","positive"
"righteously","positive"
"righteousness","positive"
"rightful","positive"
"rightfully","positive"
"rightness","positive"
"rightness","positive"
"rights","positive"
"rights","positive"
"ripe","positive"
"risk-free","positive"
"robust","positive"
"rosy","positive"
"rousing","positive"
"sacred","positive"
"safe","positive"
"sagacity","positive"
"sage","positive"
"sagely","positive"
"saint","positive"
"saintliness","positive"
"saintly","positive"
"salable","positive"
"salutary","positive"
"salvation","positive"
"sanctity","positive"
"sanctuary","positive"
"sanctuary","positive"
"sanguine","positive"
"sane","positive"
"sanity","positive"
"sanity","positive"
"satisfaction","positive"
"satisfaction","positive"
"satisfactorily","positive"
"satisfactory","positive"
"satisfying","positive"
"savvy","positive"
"scenic","positive"
"scruples","positive"
"scrupulous","positive"
"scrupulously","positive"
"seamless","positive"
"seasoned","positive"
"secure","positive"
"securely","positive"
"security","positive"
"security","positive"
"seductive","positive"
"selective","positive"
"self-determination","positive"
"self-determination","positive"
"self-respect","positive"
"self-satisfaction","positive"
"self-satisfaction","positive"
"self-sufficiency","positive"
"self-sufficiency","positive"
"self-sufficient","positive"
"semblance","positive"
"sensation","positive"
"sensation","positive"
"sensational","positive"
"sensationally","positive"
"sensations","positive"
"sensations","positive"
"sense","positive"
"sense","positive"
"sensible","positive"
"sensibly","positive"
"sensitive","positive"
"sensitive","positive"
"sensitivity","positive"
"sensitivity","positive"
"sentiment","positive"
"sentiment","positive"
"sentiments","positive"
"serene","positive"
"serenity","positive"
"settle","positive"
"sexy","positive"
"shelter","positive"
"shimmeringly","positive"
"shiny","positive"
"shiny","positive"
"shrewd","positive"
"shrewdly","positive"
"shrewdness","positive"
"significant","positive"
"significance","positive"
"simple","positive"
"simplicity","positive"
"simplified","positive"
"sincere","positive"
"sincerely","positive"
"sincerity","positive"
"sincerity","positive"
"skill","positive"
"skilled","positive"
"skillful","positive"
"skillful","positive"
"skillfully","positive"
"sleek","positive"
"slender","positive"
"slim","positive"
"slim","positive"
"smart","positive"
"smarter","positive"
"smartest","positive"
"smartly","positive"
"smile","positive"
"smiling","positive"
"smilingly","positive"
"smooth","positive"
"sociable","positive"
"soft-spoken","positive"
"soften","positive"
"soften","positive"
"solicitous","positive"
"solicitously","positive"
"solicitude","positive"
"solid","positive"
"solid","positive"
"solidarity","positive"
"solidarity","positive"
"soothingly","positive"
"sophisticated","positive"
"sound","positive"
"soundness","positive"
"spacious","positive"
"sparing","positive"
"sparingly","positive"
"sparkling","positive"
"special","positive"
"spectacular","positive"
"spectacularly","positive"
"speedy","positive"
"spellbinding","positive"
"spellbindingly","positive"
"spirit","positive"
"spirit","positive"
"spirited","positive"
"spiritual","positive"
"spiritual","positive"
"splendid","positive"
"splendidly","positive"
"splendor","positive"
"spotless","positive"
"sprightly","positive"
"squarely","positive"
"stability","positive"
"stability","positive"
"stable","positive"
"stable","positive"
"stainless","positive"
"star","positive"
"star","positive"
"stars","positive"
"stars","positive"
"stately","positive"
"statuesque","positive"
"staunch","positive"
"staunchly","positive"
"staunchness","positive"
"steadfast","positive"
"steadfastly","positive"
"steadfastness","positive"
"steadiness","positive"
"steady","positive"
"stellar","positive"
"stellarly","positive"
"stimulating","positive"
"stimulative","positive"
"stirring","positive"
"stirringly","positive"
"straight","positive"
"straightforward","positive"
"streamlined","positive"
"stride","positive"
"stride","positive"
"strides","positive"
"strides","positive"
"striking","positive"
"strikingly","positive"
"striving","positive"
"striving","positive"
"strong","positive"
"studious","positive"
"studiously","positive"
"stunned","positive"
"stunning","positive"
"stunningly","positive"
"stupendous","positive"
"stupendously","positive"
"sturdy","positive"
"stylish","positive"
"stylishly","positive"
"suave","positive"
"sublime","positive"
"substantial","positive"
"substantially","positive"
"substantive","positive"
"subtle","positive"
"success","positive"
"success","positive"
"successful","positive"
"successfully","positive"
"sufficient","positive"
"sufficiently","positive"
"suggestions","positive"
"suggestions","positive"
"suitable","positive"
"sumptuous","positive"
"sumptuously","positive"
"sumptuousness","positive"
"sunny","positive"
"super","positive"
"superb","positive"
"superbly","positive"
"superior","positive"
"superlative","positive"
"support","positive"
"support","positive"
"supporter","positive"
"supporter","positive"
"supportive","positive"
"supportive","positive"
"supreme","positive"
"supremely","positive"
"supurb","positive"
"supurbly","positive"
"sure","positive"
"surge","positive"
"surging","positive"
"survival","positive"
"survivor","positive"
"sustainability","positive"
"sustainability","positive"
"sustainable","positive"
"sustainable","positive"
"sustained","positive"
"sweeping","positive"
"sweet","positive"
"sweetheart","positive"
"sweetly","positive"
"sweetness","positive"
"swift","positive"
"swiftness","positive"
"sworn","positive"
"tact","positive"
"talent","positive"
"talent","positive"
"talented","positive"
"tantalizing","positive"
"tantalizingly","positive"
"taste","positive"
"temperance","positive"
"temperate","positive"
"tenacious","positive"
"tenaciously","positive"
"tenacity","positive"
"tender","positive"
"tenderly","positive"
"tenderness","positive"
"terrific","positive"
"terrifically","positive"
"terrified","positive"
"terrifying","positive"
"terrifying","positive"
"terrifyingly","positive"
"thankful","positive"
"thankfully","positive"
"thinkable","positive"
"thinkable","positive"
"thorough","positive"
"thoughtful","positive"
"thoughtfully","positive"
"thoughtfulness","positive"
"thrift","positive"
"thrifty","positive"
"thrill","positive"
"thrilling","positive"
"thrillingly","positive"
"thrills","positive"
"thriving","positive"
"tidy","positive"
"time-honored","positive"
"timely","positive"
"titillating","positive"
"titillatingly","positive"
"togetherness","positive"
"tolerable","positive"
"tolerably","positive"
"tolerance","positive"
"tolerance","positive"
"tolerant","positive"
"tolerantly","positive"
"toleration","positive"
"top","positive"
"torrid","positive"
"torridly","positive"
"tradition","positive"
"traditional","positive"
"tranquil","positive"
"tranquility","positive"
"tranquility","positive"
"treat","positive"
"tremendous","positive"
"trendy","positive"
"trepidation","positive"
"tribute","positive"
"trim","positive"
"triumph","positive"
"triumphal","positive"
"triumphant","positive"
"triumphantly","positive"
"truculent","positive"
"truculently","positive"
"true","positive"
"truly","positive"
"trust","positive"
"trust","positive"
"trusting","positive"
"trustingly","positive"
"trustworthiness","positive"
"trustworthy","positive"
"truthful","positive"
"truthfully","positive"
"truthfulness","positive"
"ultimate","positive"
"ultimately","positive"
"ultra","positive"
"unabashed","positive"
"unabashedly","positive"
"unanimous","positive"
"unassailable","positive"
"unassailable","positive"
"unbiased","positive"
"unbound","positive"
"unbroken","positive"
"uncommon","positive"
"uncommonly","positive"
"unconcerned","positive"
"unconditional","positive"
"unconventional","positive"
"undaunted","positive"
"understandable","positive"
"understanding","positive"
"understanding","positive"
"understood","positive"
"understated","positive"
"understatedly","positive"
"undisputable","positive"
"undisputably","positive"
"undisputed","positive"
"undoubted","positive"
"undoubtedly","positive"
"unencumbered","positive"
"unequivocal","positive"
"unfazed","positive"
"unfettered","positive"
"unforgettable","positive"
"uniform","positive"
"uniformly","positive"
"unique","positive"
"unity","positive"
"unity","positive"
"universal","positive"
"unlimited","positive"
"unparalleled","positive"
"unpretentious","positive"
"unrestricted","positive"
"unscathed","positive"
"unselfish","positive"
"untouched","positive"
"untrained","positive"
"upbeat","positive"
"upfront","positive"
"upheld","positive"
"uphold","positive"
"uplifting","positive"
"upliftment","positive"
"upliftment","positive"
"upright","positive"
"upscale","positive"
"upside","positive"
"upside","positive"
"upward","positive"
"usable","positive"
"useful","positive"
"usefulness","positive"
"utilitarian","positive"
"utmost","positive"
"uttermost","positive"
"valiant","positive"
"valiantly","positive"
"valid","positive"
"validity","positive"
"valor","positive"
"valuable","positive"
"values","positive"
"values","positive"
"vast","positive"
"vastly","positive"
"vastness","positive"
"venerable","positive"
"venerably","positive"
"verifiable","positive"
"veritable","positive"
"versatile","positive"
"versatility","positive"
"viable","positive"
"viability","positive"
"vibrant","positive"
"vibrantly","positive"
"victorious","positive"
"victory","positive"
"victory","positive"
"vigilance","positive"
"vigilant","positive"
"vigilant","positive"
"vigorous","positive"
"vigorously","positive"
"vintage","positive"
"virtue","positive"
"virtuous","positive"
"virtuously","positive"
"visionary","positive"
"vital","positive"
"vitality","positive"
"vitality","positive"
"vivacious","positive"
"vivid","positive"
"voluntarily","positive"
"voluntary","positive"
"vulnerable","positive"
"vulnerable","positive"
"warm","positive"
"warmhearted","positive"
"warmly","positive"
"warmth","positive"
"wealthy","positive"
"welcome","positive"
"welcome","positive"
"welfare","positive"
"welfare","positive"
"well","positive"
"well","positive"
"well-being","positive"
"well-being","positive"
"well-connected","positive"
"well-educated","positive"
"well-established","positive"
"well-informed","positive"
"well-intentioned","positive"
"well-managed","positive"
"well-positioned","positive"
"well-publicized","positive"
"well-received","positive"
"well-regarded","positive"
"well-run","positive"
"well-wishers","positive"
"well-wishers","positive"
"wellbeing","positive"
"wellbeing","positive"
"whimsical","positive"
"white","positive"
"wholeheartedly","positive"
"wholesome","positive"
"wide","positive"
"wide-open","positive"
"wide-ranging","positive"
"will","positive"
"will","positive"
"willful","positive"
"willfully","positive"
"willing","positive"
"willingness","positive"
"willingness","positive"
"wink","positive"
"wink","positive"
"winnable","positive"
"winnable","positive"
"winners","positive"
"winners","positive"
"wisdom","positive"
"wisdom","positive"
"wise","positive"
"wise","positive"
"wisely","positive"
"wish","positive"
"wish","positive"
"wishes","positive"
"wishes","positive"
"wishing","positive"
"wishing","positive"
"witty","positive"
"wonderful","positive"
"wonderfully","positive"
"wonderous","positive"
"wonderously","positive"
"workable","positive"
"world-famous","positive"
"worth","positive"
"worth","positive"
"worth-while","positive"
"worthiness","positive"
"worthwhile","positive"
"worthy","positive"
"wow","positive"
"wry","positive"
"yearning","positive"
"yearningly","positive"
"youthful","positive"
"zeal","positive"
"zenith","positive"
"zest","positive"
"abandoned","negative"
"abandonment","negative"
"aberration","negative"
"aberration","negative"
"abhorred","negative"
"abhorrence","negative"
"abhorrent","negative"
"abhorrently","negative"
"abhors","negative"
"abhors","negative"
"abject","negative"
"abjectly","negative"
"abnormal","negative"
"abominable","negative"
"abominably","negative"
"abomination","negative"
"abrasive","negative"
"abrupt","negative"
"absence","negative"
"absent-minded","negative"
"absurd","negative"
"absurdity","negative"
"absurdly","negative"
"absurdness","negative"
"abuse","negative"
"abuse","negative"
"abuses","negative"
"abuses","negative"
"abusive","negative"
"abysmal","negative"
"abysmally","negative"
"abyss","negative"
"accidental","negative"
"accountable","negative"
"accursed","negative"
"accusation","negative"
"accusation","negative"
"accusations","negative"
"accusations","negative"
"accuses","negative"
"accusing","negative"
"accusingly","negative"
"acerbic","negative"
"acerbically","negative"
"acrid","negative"
"acridly","negative"
"acridness","negative"
"acrimonious","negative"
"acrimoniously","negative"
"acrimony","negative"
"adamant","negative"
"adamantly","negative"
"addict","negative"
"addiction","negative"
"admonition","negative"
"adrift","negative"
"adulterated","negative"
"adulteration","negative"
"adversarial","negative"
"adverse","negative"
"adversity","negative"
"affectation","negative"
"affliction","negative"
"afflictive","negative"
"affront","negative"
"afraid","negative"
"against","negative"
"aggravating","negative"
"aggravation","negative"
"aggression","negative"
"aggression","negative"
"aggressiveness","negative"
"aggressor","negative"
"aggrieved","negative"
"aghast","negative"
"agitated","negative"
"agitation","negative"
"agitator","negative"
"agonies","negative"
"agonizing","negative"
"agonizingly","negative"
"agony","negative"
"ail","negative"
"ailment","negative"
"aimless","negative"
"airs","negative"
"airs","negative"
"alarm","negative"
"alarmed","negative"
"alarming","negative"
"alarmingly","negative"
"alienated","negative"
"alienation","negative"
"allegation","negative"
"allegations","negative"
"allege","negative"
"allegations","negative"
"allergic","negative"
"aloof","negative"
"altercation","negative"
"ambiguous","negative"
"ambiguity","negative"
"ambivalent","negative"
"ambivalent","negative"
"ambush","negative"
"amiss","negative"
"anarchism","negative"
"anarchist","negative"
"anarchistic","negative"
"anarchy","negative"
"anemic","negative"
"anger","negative"
"anger","negative"
"angry","negative"
"anguish","negative"
"annihilation","negative"
"animosity","negative"
"annoyance","negative"
"annoyed","negative"
"annoying","negative"
"annoyingly","negative"
"anomalous","negative"
"anomaly","negative"
"antagonism","negative"
"antagonist","negative"
"antagonistic","negative"
"anti-","negative"
"anti-American","negative"
"anti-American","negative"
"anti-Israeli","negative"
"anti-Israeli","negative"
"anti-Semites","negative"
"anti-Semites","negative"
"anti-US","negative"
"anti-US","negative"
"anti-occupation","negative"
"anti-occupation","negative"
"anti-proliferation","negative"
"anti-proliferation","negative"
"anti-social","negative"
"anti-white","negative"
"anti-white","negative"
"antipathy","negative"
"antiquated","negative"
"antithetical","negative"
"antithetical","negative"
"anxieties","negative"
"anxiety","negative"
"anxious","negative"
"anxiously","negative"
"anxiousness","negative"
"apathetic","negative"
"apathetic","negative"
"apathetically","negative"
"apathy","negative"
"apocalypse","negative"
"apocalyptic","negative"
"apologist","negative"
"apologist","negative"
"apologists","negative"
"apologists","negative"
"appall","negative"
"appalled","negative"
"appalling","negative"
"appallingly","negative"
"apprehension","negative"
"apprehensions","negative"
"apprehensions","negative"
"apprehensive","negative"
"apprehensive","negative"
"arbitrary","negative"
"arcane","negative"
"archaic","negative"
"arduous","negative"
"arduously","negative"
"argument","negative"
"argument","negative"
"arguments","negative"
"arguments","negative"
"arrogance","negative"
"arrogant","negative"
"arrogantly","negative"
"artificial","negative"
"ashamed","negative"
"asinine","negative"
"asininely","negative"
"asinininity","negative"
"askance","negative"
"aspersion","negative"
"aspersions","negative"
"assassin","negative"
"assault","negative"
"assault","negative"
"astray","negative"
"asunder","negative"
"atrocious","negative"
"atrocities","negative"
"atrocity","negative"
"attack","negative"
"audacious","negative"
"audaciously","negative"
"audaciousness","negative"
"audacity","negative"
"austere","negative"
"authoritarian","negative"
"autocrat","negative"
"autocratic","negative"
"autocratic","negative"
"autocratic","negative"
"avalanche","negative"
"avalanche","negative"
"avarice","negative"
"avaricious","negative"
"avariciously","negative"
"averse","negative"
"aversion","negative"
"avoidance","negative"
"awful","negative"
"awful","negative"
"awfully","negative"
"awfulness","negative"
"awkward","negative"
"awkwardness","negative"
"backbiting","negative"
"backward","negative"
"backwardness","negative"
"bad","negative"
"badly","negative"
"baffled","negative"
"bafflement","negative"
"baffling","negative"
"banal","negative"
"bane","negative"
"banish","negative"
"banishment","negative"
"bankrupt","negative"
"barbarian","negative"
"barbarian","negative"
"barbaric","negative"
"barbarically","negative"
"barbarity","negative"
"barbarity","negative"
"barbarous","negative"
"barbarously","negative"
"barren","negative"
"baseless","negative"
"bashful","negative"
"bastard","negative"
"battered","negative"
"battering","negative"
"battering","negative"
"battle-lines","negative"
"battle-lines","negative"
"battlefield","negative"
"battleground","negative"
"battleground","negative"
"batty","negative"
"bearish","negative"
"beast","negative"
"beast","negative"
"beastly","negative"
"bedlam","negative"
"bedlamite","negative"
"beggar","negative"
"beggarly","negative"
"begging","negative"
"begging","negative"
"belated","negative"
"belittled","negative"
"bellicose","negative"
"bellicose","negative"
"belligerence","negative"
"belligerent","negative"
"belligerently","negative"
"bemoaning","negative"
"bemused","negative"
"bent","negative"
"bereavement","negative"
"bereft","negative"
"berserk","negative"
"beset","negative"
"bestial","negative"
"betrayal","negative"
"betrayals","negative"
"betrayer","negative"
"bewildered","negative"
"bewildering","negative"
"bewildering","negative"
"bewilderingly","negative"
"bewilderment","negative"
"bias","negative"
"bias","negative"
"biased","negative"
"biased","negative"
"biases","negative"
"biases","negative"
"bickering","negative"
"bid-rigging","negative"
"bitchy","negative"
"biting","negative"
"bitingly","negative"
"bitter","negative"
"bitterly","negative"
"bitterness","negative"
"bizarre","negative"
"black","negative"
"blame","negative"
"blame","negative"
"blameworthy","negative"
"bland","negative"
"blasphemous","negative"
"blasphemy","negative"
"blatant","negative"
"blatantly","negative"
"bleak","negative"
"bleakly","negative"
"bleakness","negative"
"blemish","negative"
"blind","negative"
"blinding","negative"
"blindingly","negative"
"blindness","negative"
"blistering","negative"
"bloated","negative"
"block","negative"
"blockhead","negative"
"blood","negative"
"bloodshed","negative"
"bloodthirsty","negative"
"bloody","negative"
"blow","negative"
"blow","negative"
"blunder","negative"
"blunder","negative"
"blundering","negative"
"blunders","negative"
"blunt","negative"
"boastful","negative"
"bogus","negative"
"boiling","negative"
"boisterous","negative"
"bombardment","negative"
"bombardment","negative"
"bombastic","negative"
"bondage","negative"
"bonkers","negative"
"bonkers","negative"
"boredom","negative"
"boring","negative"
"bother","negative"
"bothersome","negative"
"boycott","negative"
"boycott","negative"
"braggart","negative"
"bragger","negative"
"brash","negative"
"brashly","negative"
"brashness","negative"
"brat","negative"
"bravado","negative"
"brazen","negative"
"brazenly","negative"
"brazenly","negative"
"brazenness","negative"
"brazenness","negative"
"breach","negative"
"breach","negative"
"break-point","negative"
"break-point","negative"
"brimstone","negative"
"brimstone","negative"
"brittle","negative"
"broke","negative"
"broken-hearted","negative"
"bruise","negative"
"brusque","negative"
"brutal","negative"
"brutalising","negative"
"brutalising","negative"
"brutalities","negative"
"brutalities","negative"
"brutality","negative"
"brutalizing","negative"
"brutally","negative"
"brute","negative"
"brutish","negative"
"bulky","negative"
"bullies","negative"
"bullies","negative"
"bully","negative"
"bully","negative"
"bullyingly","negative"
"bum","negative"
"bumpy","negative"
"bunk","negative"
"burden","negative"
"burden","negative"
"burdensome","negative"
"busy","negative"
"busybody","negative"
"butchery","negative"
"byzantine","negative"
"calamities","negative"
"calamitous","negative"
"calamitously","negative"
"calamity","negative"
"callous","negative"
"calumniation","negative"
"calumnies","negative"
"calumnious","negative"
"calumniously","negative"
"calumny","negative"
"cancer","negative"
"cancerous","negative"
"cannibal","negative"
"capricious","negative"
"capriciously","negative"
"capriciousness","negative"
"captive","negative"
"careless","negative"
"carelessness","negative"
"carnage","negative"
"cartoon","negative"
"cartoon","negative"
"cash-strapped","negative"
"cataclysm","negative"
"cataclysmal","negative"
"cataclysmic","negative"
"cataclysmically","negative"
"catastrophe","negative"
"catastrophes","negative"
"catastrophic","negative"
"catastrophically","negative"
"caustic","negative"
"caustically","negative"
"cautionary","negative"
"cautious","negative"
"censure","negative"
"censure","negative"
"chagrin","negative"
"challenge","negative"
"challenging","negative"
"chaos","negative"
"chaotic","negative"
"charisma","negative"
"cheap","negative"
"cheat","negative"
"cheerless","negative"
"childish","negative"
"chilly","negative"
"choppy","negative"
"chore","negative"
"chronic","negative"
"clamor","negative"
"clamorous","negative"
"clash","negative"
"clash","negative"
"cliche","negative"
"cliched","negative"
"clique","negative"
"close","negative"
"clumsy","negative"
"coarse","negative"
"cocky","negative"
"coercion","negative"
"coercive","negative"
"cold","negative"
"coldly","negative"
"collapse","negative"
"collusion","negative"
"combative","negative"
"comedy","negative"
"comedy","negative"
"comical","negative"
"commonplace","negative"
"commotion","negative"
"commotion","negative"
"complacent","negative"
"complacent","negative"
"complaining","negative"
"complaining","negative"
"complaint","negative"
"complaints","negative"
"complaints","negative"
"complex","negative"
"complicated","negative"
"complication","negative"
"complicit","negative"
"compulsion","negative"
"compulsive","negative"
"compulsory","negative"
"conceit","negative"
"conceited","negative"
"concern","negative"
"concern","negative"
"concerns","negative"
"concerns","negative"
"concession","negative"
"concession","negative"
"concessions","negative"
"concessions","negative"
"condescending","negative"
"condescendingly","negative"
"condescension","negative"
"condemnable","negative"
"condemnation","negative"
"condolence","negative"
"condolences","negative"
"condolences","negative"
"confession","negative"
"confessions","negative"
"confessions","negative"
"conflict","negative"
"conflict","negative"
"confrontation","negative"
"confrontation","negative"
"confrontational","negative"
"confusing","negative"
"confusion","negative"
"confusion","negative"
"congested","negative"
"congestion","negative"
"conspicuous","negative"
"conspicuous","negative"
"conspiracies","negative"
"conspiracies","negative"
"conspiracy","negative"
"conspiracy","negative"
"conspirator","negative"
"conspirator","negative"
"conspiratorial","negative"
"consternation","negative"
"constraint","negative"
"contagious","negative"
"contamination","negative"
"contempt","negative"
"contemptible","negative"
"contemptuous","negative"
"contemptuously","negative"
"contention","negative"
"contentious","negative"
"contentious","negative"
"contortions","negative"
"contortions","negative"
"contradiction","negative"
"contradictory","negative"
"contrariness","negative"
"contrary","negative"
"contrived","negative"
"controversial","negative"
"controversial","negative"
"controversy","negative"
"controversy","negative"
"convoluted","negative"
"coping","negative"
"coping","negative"
"corrosion","negative"
"corrosive","negative"
"corrupt","negative"
"corruption","negative"
"costly","negative"
"counterproductive","negative"
"coupists","negative"
"coupists","negative"
"covetous","negative"
"covetous","negative"
"coward","negative"
"cowardly","negative"
"crackdown","negative"
"crackdown","negative"
"crafty","negative"
"cramped","negative"
"cranky","negative"
"crass","negative"
"cravenly","negative"
"craze","negative"
"crazily","negative"
"craziness","negative"
"crazy","negative"
"credulous","negative"
"crime","negative"
"criminal","negative"
"crippling","negative"
"crisis","negative"
"crisis","negative"
"critic","negative"
"criticism","negative"
"criticism","negative"
"criticisms","negative"
"criticisms","negative"
"critics","negative"
"critics","negative"
"crook","negative"
"crooked","negative"
"cross","negative"
"crowded","negative"
"crude","negative"
"cruel","negative"
"cruelties","negative"
"cruelty","negative"
"crushing","negative"
"culpable","negative"
"cuplrit","negative"
"cumbersome","negative"
"curse","negative"
"cursed","negative"
"cursed","negative"
"curses","negative"
"cursory","negative"
"curt","negative"
"cutthroat","negative"
"cynical","negative"
"cynicism","negative"
"damage","negative"
"damage","negative"
"damaging","negative"
"damn","negative"
"damn","negative"
"damnable","negative"
"damnably","negative"
"damnation","negative"
"damned","negative"
"damning","negative"
"danger","negative"
"danger","negative"
"dangerous","negative"
"dangerousness","negative"
"dangerousness","negative"
"dark","negative"
"darkness","negative"
"dastard","negative"
"daunting","negative"
"dauntingly","negative"
"dazed","negative"
"dead","negative"
"deadbeat","negative"
"deadlock","negative"
"deadly","negative"
"deadweight","negative"
"deaf","negative"
"dearth","negative"
"death","negative"
"debacle","negative"
"debasement","negative"
"debaser","negative"
"debatable","negative"
"debaucher","negative"
"debauchery","negative"
"debilitating","negative"
"debility","negative"
"decadence","negative"
"decadent","negative"
"decay","negative"
"decayed","negative"
"deceit","negative"
"deceitful","negative"
"deceitfully","negative"
"deceitfulness","negative"
"deceiving","negative"
"deceiver","negative"
"deceivers","negative"
"deception","negative"
"deception","negative"
"deceptive","negative"
"deceptive","negative"
"deceptively","negative"
"decline","negative"
"declining","negative"
"decrease","negative"
"decreasing","negative"
"decrement","negative"
"decrepit","negative"
"decrepitude","negative"
"deep","negative"
"deepening","negative"
"deepening","negative"
"defamation","negative"
"defamations","negative"
"defamatory","negative"
"defeat","negative"
"defect","negative"
"defective","negative"
"defensive","negative"
"defiance","negative"
"defiance","negative"
"defiant","negative"
"defiantly","negative"
"deficiency","negative"
"deficient","negative"
"defiler","negative"
"deformed","negative"
"defrauding","negative"
"defrauding","negative"
"defunct","negative"
"degenerate","negative"
"degenerately","negative"
"degeneration","negative"
"degradation","negative"
"degrading","negative"
"degradingly","negative"
"dehumanization","negative"
"dejected","negative"
"dejectedly","negative"
"dejection","negative"
"delinquency","negative"
"delinquent","negative"
"delirious","negative"
"delirium","negative"
"deluded","negative"
"deluge","negative"
"delusion","negative"
"delusion","negative"
"delusional","negative"
"delusions","negative"
"delusions","negative"
"demeaning","negative"
"demise","negative"
"demolisher","negative"
"demon","negative"
"demonic","negative"
"demoralizing","negative"
"demoralizingly","negative"
"denial","negative"
"denunciation","negative"
"denunciations","negative"
"deplorable","negative"
"deplorably","negative"
"deploring","negative"
"deploringly","negative"
"depraved","negative"
"depravedly","negative"
"depressed","negative"
"depressing","negative"
"depressing","negative"
"depression","negative"
"depression","negative"
"deprived","negative"
"derision","negative"
"derisive","negative"
"derisively","negative"
"derisiveness","negative"
"derogatory","negative"
"desertion","negative"
"desiccate","negative"
"desiccated","negative"
"desolate","negative"
"desolately","negative"
"desolation","negative"
"despair","negative"
"despairing","negative"
"despairingly","negative"
"desperate","negative"
"desperation","negative"
"despicable","negative"
"despised","negative"
"despised","negative"
"despite","negative"
"despoiler","negative"
"despondence","negative"
"despondency","negative"
"despondent","negative"
"despondently","negative"
"despot","negative"
"despotic","negative"
"despotism","negative"
"despotism","negative"
"destabilisation","negative"
"destabilisation","negative"
"destitute","negative"
"destitution","negative"
"destroyer","negative"
"destroyer","negative"
"destruction","negative"
"destructive","negative"
"desultory","negative"
"deteriorate","negative"
"deteriorating","negative"
"deteriorating","negative"
"deterioration","negative"
"deterrent","negative"
